cohort_name,estimate,value,diagnostics,source
ischaemic_stroke_pregnant,Cohort timing,"Individuals would typically enter the mother_table cohort concurrently with or preceding the diagnosis of ischaemic stroke. For pre-eclampsia, eclampsia, gestational_diabetes, obesity_pregnant, and chronic hypertension, the diagnosis or condition typically precedes the ischaemic stroke. Conditions such as deep_vein_thrombosis_pregnant, pulmonary_embolism_pregnant, or disseminated_intravascular_coagulation_pregnant may precede or occur concurrently with the stroke. Maternal_death, stillbirth, or preterm_labour may occur concurrently with or subsequent to the ischaemic stroke, as a complication or consequence of the stroke. The relative timing with other listed cohorts would generally be that the other condition either precedes (e.g., chronic conditions) or occurs concurrently with the stroke (e.g., acute complications).",compare_cohorts,gemini-2.5-flash
ischaemic_stroke_pregnant,Frequently seen comorbidities,"Pre-eclampsia, Eclampsia, Gestational diabetes, Obesity, Chronic hypertension, Antiphospholipid syndrome, Patent foramen ovale, Thrombophilia, Migraine with aura, Systemic lupus erythematosus (These conditions increase the risk of blood clot formation, affect blood vessel integrity, or are associated with underlying vascular disease, all contributing to the likelihood of ischaemic stroke during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
ischaemic_stroke_pregnant,Frequently seen signs and symptoms,"Sudden weakness on one side of the body, Sudden numbness on one side of the body, Sudden confusion, Difficulty speaking, Difficulty understanding speech, Sudden trouble seeing in one or both eyes, Sudden trouble walking, Dizziness, Loss of balance or coordination, Sudden severe headache (These are classical neurological deficits that result from impaired blood flow to specific regions of the brain, causing a sudden loss of brain function.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
ischaemic_stroke_pregnant,Frequently seen medications,"Low molecular weight heparin, Aspirin, Labetalol, Nifedipine, Magnesium sulphate, Warfarin, Phenytoin, Levetiracetam, Tissue plasminogen activator, Folic acid (Medications are used for acute treatment to dissolve clots, prevent further clot formation, manage blood pressure, and control seizures, with careful consideration given to foetal safety.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocardial_infarction_pregnant,Clinical description,"Myocardial infarction in pregnancy is a rare but life-threatening event, typically caused by spontaneous coronary artery dissection, coronary artery thrombosis, or atherosclerotic plaque rupture, often exacerbated by the unique physiological changes of pregnancy.",cohort_count,gemini-2.5-flash
myocardial_infarction_pregnant,Frequency,"Myocardial infarction in pregnancy is very rare, occurring in approximately 1 in 10,000 to 1 in 50,000 pregnancies, and cases are identifiable in hospital electronic health records, insurance claims, and sometimes primary care data.",cohort_count,gemini-2.5-flash
myocardial_infarction_pregnant,Median age of incident cases,"28 to 35 (Women experiencing myocardial infarction during pregnancy are typically older than the average pregnant individual, reflecting a higher likelihood of pre-existing cardiovascular risk factors.)",cohort_characteristics,gemini-2.5-flash
myocardial_infarction_pregnant,Percentage male,"0% to 1% (By definition, individuals in a ""myocardial infarction pregnant"" cohort are biological females, with any male proportion likely representing data entry errors.)",cohort_characteristics,gemini-2.5-flash
myocardial_infarction_pregnant,Survival at five years,"80% to 95% (While the acute mortality risk associated with myocardial infarction in pregnancy is notable, those who survive the initial event generally have a better prognosis, though long-term outcomes can be influenced by the underlying cause and subsequent cardiovascular health.)",cohort_survival,gemini-2.5-flash
myocardial_infarction_pregnant,Cohort overlap,"pregnant_alcohol_misuse: less than 1%, antepartum_haemorrhage: 1-5%, dysfunctional_labour: 1-5%, eclampsia: 5-15%, ectopic_pregnancy: less than 0.1%, gestational_diabetes: 5-15%, hellp: 1-5%, preeclampsia: 10-25%, postpartum_endometritis: less than 1%, postpartum_haemorrhage: 1-5%, maternal_death: 10-20%, miscarriage: less than 1%, preterm_labour: 5-10%, anaphylaxis_pregnant: less than 0.1%, bells_palsy_pregnant: less than 0.1%, deep_vein_thrombosis_pregnant: 5-15%, disseminated_intravascular_coagulation_pregnant: 1-5%, encephalitis_pregnant: less than 0.1%, guillain_barre_syndrome_pregnant: less than 0.1%, haemorrhagic_stroke_pregnant: 1-5%, immune_thrombocytopenia_pregnant: less than 0.1%, ischaemic_stroke_pregnant: 5-15%, myocarditis_or_pericarditis_pregnant: 1-5%, pulmonary_embolism_pregnant: 10-20%, transverse_myelitis_pregnant: less than 0.1%, narcolepsy_pregnant: less than 0.1%, thrombosis_thrombocytopenia_syndrome_pregnant: less than 0.1%, obesity_pregnant: 20-40%, mother_table: 100%, stillbirth: 1-5%",compare_cohorts,gemini-2.5-flash
myocardial_infarction_pregnant,Cohort timing,"For conditions acting as risk factors like preeclampsia, gestational diabetes, and obesity, their onset would typically precede myocardial infarction by weeks to months, whereas direct complications like maternal death would follow, and other acute cardiovascular events could occur synchronously or within days.",compare_cohorts,gemini-2.5-flash
myocardial_infarction_pregnant,Frequently seen comorbidities,"Hypertension, Preeclampsia, Gestational diabetes mellitus, Obesity, Dyslipidaemia, Smoking, Previous thrombotic events, Connective tissue disorders, Coronary artery disease, Migraine (These comorbidities increase the risk of cardiovascular events, either directly contributing to myocardial infarction or representing shared risk factors for vascular disease, making their co-occurrence expected.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocardial_infarction_pregnant,Frequently seen signs and symptoms,"Chest pain, Dyspnoea, Palpitations, Diaphoresis, Nausea, Vomiting, Syncope, Left arm pain, Jaw pain, Fatigue (These are classic symptoms of myocardial infarction, although their presentation can sometimes be atypical or attributed to normal pregnancy discomforts, potentially delaying diagnosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocardial_infarction_pregnant,Frequently seen medications,"Acetylsalicylic acid, Heparin, Clopidogrel, Metoprolol, Nitroglycerin, Morphine, Furosemide, Atorvastatin, Labetalol, Docusate sodium (These medications are typically used for the acute management of myocardial infarction, including antiplatelet agents, anticoagulants, and drugs to manage cardiac function, with careful consideration for fetal safety during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Clinical description,"Myocarditis_or_pericarditis_pregnant refers to inflammation of the heart muscle (myocarditis) or the sac surrounding the heart (pericarditis) occurring during pregnancy or the postpartum period. Aetiology can include viral infections, autoimmune diseases, or can be idiopathic, with peripartum cardiomyopathy being a specific form of myocarditis.",cohort_count,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Frequency,"Myocarditis and pericarditis in pregnancy are rare conditions. Cases would most commonly be identified in hospital records, specifically within obstetrics, cardiology, or intensive care datasets.",cohort_count,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Median age of incident cases,25 to 35 (Individuals typically present at ages consistent with the peak reproductive years.),cohort_characteristics,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Percentage male,"0% to 0% (By definition, cases of myocarditis_or_pericarditis_pregnant would only include biological females who are pregnant.)",cohort_characteristics,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Survival at five years,"80% to 95% (The five-year survival for myocarditis and pericarditis in pregnancy varies, with pericarditis generally having a better prognosis than myocarditis, particularly severe forms like peripartum cardiomyopathy.)",cohort_survival,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Cohort overlap,"You would expect very low overlap (less than 1%) with most other specified cohorts such as `pregnant_alcohol_misuse`, `antepartum_haemorrhage`, `dysfunctional_labour`, `ectopic_pregnancy`, `gestational_diabetes`, `postpartum_endometritis`, `miscarriage`, `preterm_labour`, and `obesity_pregnant`. There might be a slightly higher, though still low (0.5-2%), overlap with severe conditions such as `preeclampsia`, `eclampsia`, `hellp`, `myocardial_infarction_pregnant`, `pulmonary_embolism_pregnant`, `haemorrhagic_stroke_pregnant`, `ischaemic_stroke_pregnant`, `disseminated_intravascular_coagulation_pregnant`, and `maternal_death`, as myocarditis or pericarditis can be a contributing factor or complication to these critical events. Overlap with `mother_table` is expected to be high (90-100%) as it represents the overall pregnant population.",compare_cohorts,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Cohort timing,"Myocarditis or pericarditis can manifest at any point during pregnancy or up to several months postpartum. Therefore, entry into the myocarditis_or_pericarditis_pregnant cohort could precede, coincide with, or follow entry into other pregnancy-related cohorts, with the timing gap potentially ranging from days to months, depending on the specific condition and its typical onset during or after pregnancy.",compare_cohorts,gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Frequently seen comorbidities,"Systemic lupus erythematosus, Rheumatoid arthritis, Inflammatory bowel disease, Human immunodeficiency virus infection, Influenza, Parvovirus B19 infection, Preeclampsia, Gestational diabetes, Obesity, Pre-existing heart disease (These comorbidities reflect either underlying autoimmune conditions that can predispose to inflammation, infectious agents that cause myocarditis, or conditions like preeclampsia and obesity which may increase cardiovascular stress during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Frequently seen signs and symptoms,"Chest pain, Shortness of breath, Fatigue, Palpitations, Oedema, Fever, Tachycardia, Pericardial rub, Reduced ejection fraction, Hypotension (These signs and symptoms are typical of inflammation of the heart or its surrounding sac, and may also indicate heart dysfunction or failure.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
myocarditis_or_pericarditis_pregnant,Frequently seen medications,"Corticosteroids, Non-steroidal anti-inflammatory drugs, Diuretics, Beta blockers, Angiotensin-converting enzyme inhibitors, Immunoglobulin, Azathioprine, Mycophenolate mofetil, Cyclophosphamide, Rituximab (Medications would include anti-inflammatory and immunosuppressive agents to treat the underlying inflammation, as well as medications to manage symptoms and complications such as heart failure.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
pulmonary_embolism_pregnant,Clinical description,"Pulmonary embolism in pregnancy is a serious and potentially life-threatening condition caused by a blood clot, typically originating from the deep veins of the leg (deep vein thrombosis), travelling to and lodging in an artery in the lungs. Pregnancy significantly increases the risk of blood clot formation due to physiological changes, including increased clotting factors and venous stasis.",cohort_count,gemini-2.5-flash
pulmonary_embolism_pregnant,Frequency,"Pulmonary embolism in pregnancy is a rare but serious event, occurring in approximately 1 to 3 per 1,000 pregnancies, and can be identified in various real-world healthcare data sources, including electronic health records and administrative claims data.",cohort_count,gemini-2.5-flash
pulmonary_embolism_pregnant,Median age of incident cases,"25 to 35 (Individuals presenting with pulmonary embolism during pregnancy are typically in their mid-to-late twenties or early thirties, reflecting the peak childbearing years.)",cohort_characteristics,gemini-2.5-flash
pulmonary_embolism_pregnant,Percentage male,"0% to 0% (As this condition specifically refers to pregnant individuals, the proportion of cases expected to be male is zero.)",cohort_characteristics,gemini-2.5-flash
pulmonary_embolism_pregnant,Survival at five years,"95% to 99% (While pulmonary embolism in pregnancy is a leading cause of maternal mortality, the majority of individuals who present with and are diagnosed with the condition survive for more than five years, especially with prompt diagnosis and appropriate anticoagulant treatment.)",cohort_survival,gemini-2.5-flash
pulmonary_embolism_pregnant,Cohort overlap,"You would expect to see a very high overlap (90-100%) with mother_table, a high overlap (40-70%) with deep_vein_thrombosis_pregnant, a moderate overlap (10-30%) with obesity_pregnant and preeclampsia, a low overlap (<5%) with maternal_death and disseminated_intravascular_coagulation_pregnant, and generally very low overlap (<1%) with pregnant_alcohol_misuse, antepartum_haemorrhage, dysfunctional_labour, eclampsia, ectopic_pregnancy, gestational_diabetes, hellp, postpartum_endometritis, postpartum_haemorrhage, miscarriage, preterm_labour, anaphylaxis_pregnant, bells_palsy_pregnant, encephalitis_pregnant, guillain_barre_syndrome_pregnant, haemorrhagic_stroke_pregnant, immune_thrombocytopenia_pregnant, ischaemic_stroke_pregnant, myocardial_infarction_pregnant, myocarditis_or_pericarditis_pregnant, transverse_myelitis_pregnant, narcolepsy_pregnant, thrombosis_thrombocytopenia_syndrome_pregnant, and stillbirth.",compare_cohorts,gemini-2.5-flash
pulmonary_embolism_pregnant,Cohort timing,"For individuals also in deep_vein_thrombosis_pregnant, entry into that cohort would typically precede pulmonary_embolism_pregnant by days to weeks or be concurrent; for mother_table, entry would be concurrent with pregnancy registration or delivery; for obesity_pregnant, preeclampsia, and gestational_diabetes, entry would typically precede pulmonary_embolism_pregnant by weeks or months; and for maternal_death and disseminated_intravascular_coagulation_pregnant, entry would follow pulmonary_embolism_pregnant by days or weeks.",compare_cohorts,gemini-2.5-flash
pulmonary_embolism_pregnant,Frequently seen comorbidities,"Obesity, Preeclampsia, Multifetal pregnancy, Previous venous thromboembolism, Inherited thrombophilia, Caesarean section, Immobility, Heart disease, Anaemia, Systemic lupus erythematosus (These conditions increase the risk of blood clot formation, either by affecting blood flow, increasing blood clotting tendencies, or through associated inflammation or surgical procedures.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
pulmonary_embolism_pregnant,Frequently seen signs and symptoms,"Dyspnoea, Pleuritic chest pain, Cough, Tachypnoea, Tachycardia, Haemoptysis, Syncope, Hypoxia, Unilateral leg swelling, Unilateral leg pain (These signs and symptoms reflect the obstruction of blood flow in the lungs leading to difficulty breathing, chest discomfort, and reduced oxygenation, and often include symptoms related to the originating deep vein thrombosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
pulmonary_embolism_pregnant,Frequently seen medications,"Enoxaparin, Dalteparin, Unfractionated heparin, Warfarin, Fondaparinux, Rivaroxaban, Apixaban, Dabigatran, Edoxaban, Oxygen (Anticoagulant medications such as low molecular weight heparins are the cornerstone of treatment to prevent further clot formation and allow the body to reabsorb existing clots, with oral anticoagulants like warfarin used postpartum, and oxygen may be administered for respiratory support.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
transverse_myelitis_pregnant,Clinical description,"Transverse myelitis in pregnancy is a rare inflammatory neurological disorder of the spinal cord, often idiopathic, but can be associated with autoimmune conditions, infections, or demyelinating diseases like multiple sclerosis. The pregnancy state itself may influence disease activity, potentially leading to new onset or relapse.",cohort_count,gemini-2.5-flash
transverse_myelitis_pregnant,Frequency,"Transverse myelitis in pregnancy is very rare, making it challenging to identify a large number of cases. Cases are most reliably captured in hospital-based electronic healthcare records due to the severity of presentation, though some follow-up and medication data may appear in primary care or insurance claims.",cohort_count,gemini-2.5-flash
transverse_myelitis_pregnant,Median age of incident cases,"25 to 40 (Individuals typically present during their reproductive years, consistent with the age range for pregnancy.)",cohort_characteristics,gemini-2.5-flash
transverse_myelitis_pregnant,Percentage male,"0% to 1% (As this condition is defined specifically in pregnancy, the proportion of male cases would be close to zero.)",cohort_characteristics,gemini-2.5-flash
transverse_myelitis_pregnant,Survival at five years,"95% to 98% (The prognosis for transverse myelitis is variable, but direct mortality is low, with most individuals surviving long-term, although some may experience persistent neurological deficits.)",cohort_survival,gemini-2.5-flash
transverse_myelitis_pregnant,Cohort overlap,"Transverse myelitis in pregnancy cases will have 100% overlap with the 'mother_table' by definition. Overlap with other specified cohorts is generally low: 1% to 5% with 'deep_vein_thrombosis_pregnant' and 'pulmonary_embolism_pregnant' due to immobility; 0% to 2% with 'preterm_labour' and 'stillbirth' if severe neurological dysfunction impacts pregnancy outcomes; and very low (less than 1%) with 'eclampsia', 'preeclampsia', 'encephalitis_pregnant', and 'guillain_barre_syndrome_pregnant', as these are distinct conditions, although some may share overlapping symptoms or represent differential diagnoses.",compare_cohorts,gemini-2.5-flash
transverse_myelitis_pregnant,Cohort timing,"For cases overlapping with the 'mother_table', entry would be concurrent as transverse myelitis in pregnancy is defined within this maternal cohort. For conditions like 'deep_vein_thrombosis_pregnant', 'pulmonary_embolism_pregnant', 'preterm_labour', or 'stillbirth', the events would typically occur after the onset of transverse myelitis, often within weeks to months, due to complications arising from immobility or severe maternal illness.",compare_cohorts,gemini-2.5-flash
transverse_myelitis_pregnant,Frequently seen comorbidities,"Multiple sclerosis, Systemic lupus erythematosus, Sjögren's syndrome, Optic neuritis, Neuromyelitis optica spectrum disorder (These comorbidities are often underlying autoimmune conditions or related demyelinating disorders that can cause or predispose individuals to transverse myelitis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
transverse_myelitis_pregnant,Frequently seen signs and symptoms,"Muscle weakness, Sensory loss, Paraesthesia, Dysaesthesia, Back pain, Bladder dysfunction, Bowel dysfunction, Spasticity, Fatigue (The signs and symptoms reflect the inflammation and damage to the spinal cord, leading to motor, sensory, and autonomic deficits below the level of the lesion.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
transverse_myelitis_pregnant,Frequently seen medications,"Methylprednisolone, Prednisolone, Immunoglobulin, Plasma exchange, Azathioprine, Rituximab, Baclofen, Gabapentin, Pregabalin (Medications typically include high-dose corticosteroids for acute inflammation, immunosuppressants for autoimmune forms, and symptomatic treatments for pain and spasticity.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
narcolepsy_pregnant,Clinical description,"Narcolepsy is a chronic neurological condition characterised by the brain's inability to regulate sleep-wake cycles, primarily due to the loss of hypocretin-producing neurons in the hypothalamus. In pregnant individuals, the condition's symptoms may fluctuate due to hormonal changes, and management requires careful consideration of foetal safety.",cohort_count,gemini-2.5-flash
narcolepsy_pregnant,Frequency,"Narcolepsy itself is rare, affecting approximately 0.02% to 0.05% of the population, and therefore narcolepsy during pregnancy is even less common. Cases would be identified across both primary care and specialist neurological or obstetric clinics within real-world health care data.",cohort_count,gemini-2.5-flash
narcolepsy_pregnant,Median age of incident cases,"26 to 33 (Individuals typically present with narcolepsy in adolescence or young adulthood, and pregnancy generally occurs in the third decade of life, leading to this age range for the pregnant cohort.)",cohort_characteristics,gemini-2.5-flash
narcolepsy_pregnant,Percentage male,"0% to 1% (As the cohort specifically includes pregnant individuals, the proportion of males will be negligible, reflecting only potential data entry errors or misclassification.)",cohort_characteristics,gemini-2.5-flash
narcolepsy_pregnant,Survival at five years,"99% to 100% (Narcolepsy is a chronic but not typically life-limiting condition, and while pregnancy carries a small risk, the five-year survival rate for this cohort is expected to be very high.)",cohort_survival,gemini-2.5-flash
narcolepsy_pregnant,Cohort overlap,"You would expect to see 100% overlap with 'mother_table', 30-60% overlap with 'obesity_pregnant', 5-15% overlap with 'gestational_diabetes', and 3-7% overlap with 'preeclampsia'. Overlap with other specified cohorts, such as 'antepartum_haemorrhage', 'dysfunctional_labour', 'postpartum_haemorrhage', 'preterm_labour' would typically range from 1-10%, reflecting general pregnancy risks. Overlap with very rare or acute severe conditions like 'eclampsia', 'hellp', 'maternal_death', 'anaphylaxis_pregnant', 'deep_vein_thrombosis_pregnant', 'pulmonary_embolism_pregnant', 'haemorrhagic_stroke_pregnant', or 'ischaemic_stroke_pregnant' would be less than 1%. Overlap with 'ectopic_pregnancy' or 'miscarriage' would be negligible as these cohorts would typically exclude individuals with ongoing viable pregnancies.",compare_cohorts,gemini-2.5-flash
narcolepsy_pregnant,Cohort timing,"Given that narcolepsy is a chronic condition, the diagnosis of narcolepsy would almost always precede the entry into any pregnancy-related cohort by years, or precede the onset of acute pregnancy complications by varying durations. For instance, entry into 'mother_table' would occur years after a narcolepsy diagnosis, while conditions like 'gestational_diabetes' or 'preeclampsia' would typically manifest months after the individual has entered the 'narcolepsy_pregnant' cohort.",compare_cohorts,gemini-2.5-flash
narcolepsy_pregnant,Frequently seen comorbidities,"Depression, Anxiety, Obesity, Obstructive sleep apnoea, Hypertension, Gestational diabetes, Restless legs syndrome, Migraine, Anaemia, Gastro-oesophageal reflux disease (These comorbidities are either known associations with narcolepsy due to its chronic nature and impact on lifestyle, or common conditions during pregnancy that may be exacerbated by or co-occur with narcolepsy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
narcolepsy_pregnant,Frequently seen signs and symptoms,"Excessive daytime sleepiness, Cataplexy, Sleep paralysis, Hypnagogic hallucinations, Disrupted night-time sleep, Fatigue, Memory impairment, Automatic behaviour, Weight gain, Headache (The most common signs and symptoms directly reflect the core features of narcolepsy, which are disturbances in sleep-wake regulation, often compounded by the physiological changes of pregnancy leading to increased fatigue.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
narcolepsy_pregnant,Frequently seen medications,"Methylphenidate, Modafinil, Sodium oxybate, Selective serotonin reuptake inhibitors, Tricyclic antidepressants, Folic acid, Iron supplements, Vitamins and minerals, Antihypertensive agents, Insulin (Medications for narcolepsy include stimulants and anti-cataplectic agents, though their use is often restricted or carefully managed during pregnancy; common pregnancy-related medications would also be seen.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Clinical description,"Thrombosis with Thrombocytopenia Syndrome (TTS) is a rare but severe disorder characterised by simultaneous blood clot formation and low platelet counts. It is often immune-mediated, where antibodies activate platelets, leading to widespread thrombosis and platelet consumption.",cohort_count,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Frequency,"Thrombosis with Thrombocytopenia Syndrome in pregnancy is extremely rare. Cases would predominantly be identified in hospital records, specialist care databases, or severe adverse event reporting systems, as primary care data alone may not capture such infrequent and severe events.",cohort_count,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Median age of incident cases,"30 to 35 (Individuals typically present with thrombosis with thrombocytopenia syndrome during the childbearing years, reflecting the age range of pregnant individuals.)",cohort_characteristics,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Percentage male,"0% to 0% (Given that this condition specifically occurs in pregnant individuals, the proportion of cases who are male is expected to be zero.)",cohort_characteristics,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Survival at five years,"50% to 70% (Thrombosis with Thrombocytopenia Syndrome in pregnancy is a severe condition, and mortality can be high, particularly if not promptly diagnosed and managed, affecting long-term survival.)",cohort_survival,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Cohort overlap,"You would expect high overlap with deep vein thrombosis pregnant (30-60%), ischaemic stroke pregnant (20-50%), pulmonary embolism pregnant (20-50%), preeclampsia (20-50%), immune thrombocytopenia pregnant (20-40%), HELLP (10-30%), disseminated intravascular coagulation pregnant (10-30%), haemorrhagic stroke pregnant (5-20%), and maternal death (5-20%). Moderate overlap is expected with obesity pregnant (10-25%), gestational diabetes (5-15%), antepartum haemorrhage (5-15%), postpartum haemorrhage (5-15%), and stillbirth (5-15%). Overlap with mother table would be 100%, and with pregnant alcohol misuse, dysfunctional labour, ectopic pregnancy, postpartum endometritis, anaphylaxis pregnant, bells palsy pregnant, guillain barre syndrome pregnant, myocardial infarction pregnant, myocarditis or pericarditis pregnant, transverse myelitis pregnant, and narcolepsy pregnant would be very low (<0.1-1%). Overlap with encephalitis pregnant is also very low (1-5%).",compare_cohorts,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Cohort timing,"Thrombosis with Thrombocytopenia Syndrome is an acute and severe condition typically presenting during or shortly after pregnancy. Other acute thrombotic or severe obstetric complications, such as ischaemic stroke, pulmonary embolism, preeclampsia, HELLP, deep vein thrombosis, disseminated intravascular coagulation, or maternal death, would generally occur concurrently with or as a direct consequence of TTS, often within days. Pre-existing conditions like obesity or gestational diabetes would precede TTS, while conditions such as antepartum haemorrhage, postpartum haemorrhage, or stillbirth could be either concurrent complications or follow within days of TTS onset.",compare_cohorts,gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Frequently seen comorbidities,"Preeclampsia, Antiphospholipid syndrome, Systemic lupus erythematosus, Obesity, Gestational diabetes, History of venous thromboembolism, Pre-existing renal disease, Hypertension, Other autoimmune conditions, Anaemia. (These conditions can either predispose to thrombosis, thrombocytopenia, or both, or are commonly associated with severe pregnancy complications that may present similarly or co-occur.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Frequently seen signs and symptoms,"Severe headache, Visual disturbances, Abdominal pain, Shortness of breath, Chest pain, Leg swelling, Neurological deficits, Petechiae, Bleeding, Seizures. (These are common manifestations of either widespread thrombosis affecting various organs (such as cerebral venous sinus thrombosis, pulmonary embolism, or deep vein thrombosis) or severe thrombocytopenia leading to bleeding.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
thrombosis_thrombocytopenia_syndrome_pregnant,Frequently seen medications,"Intravenous immunoglobulin, Corticosteroids, Fondaparinux, Argatroban, Bivalirudin, Labetalol, Nifedipine, Magnesium sulfate, Paracetamol, Ondansetron. (Medications are primarily aimed at suppressing the immune response, preventing further thrombosis using non-heparin anticoagulants, managing blood pressure, preventing seizures, and addressing symptoms like pain or nausea.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
obesity_pregnant,Clinical description,"Obesity in pregnancy is defined by a body mass index (BMI) of 30 kg/m² or greater. Its aetiology involves a complex interplay of genetic predisposition, environmental factors, lifestyle choices, and metabolic changes that lead to excessive adipose tissue accumulation, which is present prior to or develops during pregnancy.",cohort_count,gemini-2.5-flash
obesity_pregnant,Frequency,"Obesity in pregnancy is very frequently seen, with prevalence rates increasing globally, and can be readily identified in various real-world healthcare data settings, including primary care, hospital records, and insurance claims.",cohort_count,gemini-2.5-flash
obesity_pregnant,Median age of incident cases,"28 to 34 (Individuals presenting with obesity in pregnancy typically fall within the reproductive age range, often in their late twenties to mid-thirties, aligning with the common age for childbearing.)",cohort_characteristics,gemini-2.5-flash
obesity_pregnant,Percentage male,"0% to 0% (As obesity in pregnancy is a condition specific to individuals who are pregnant, the proportion of cases who are male is zero.)",cohort_characteristics,gemini-2.5-flash
obesity_pregnant,Survival at five years,"99% to 100% (Survival for pregnant individuals with obesity is generally very high, reflecting the overall good prognosis of pregnancy, though there is a slightly increased risk of severe maternal morbidity and mortality compared to those of healthy weight.)",cohort_survival,gemini-2.5-flash
obesity_pregnant,Cohort overlap,"Obesity in pregnancy would have 100% overlap with 'mother_table'. Significant overlap is expected with 'gestational_diabetes' (30-60%) and 'preeclampsia' (10-20%). Moderate overlap would be seen with 'preterm_labour' (10-20%), 'dysfunctional_labour' (10-20%), 'antepartum_haemorrhage' (5-10%), 'postpartum_haemorrhage' (5-10%), 'deep_vein_thrombosis_pregnant' (2-5%), and 'pulmonary_embolism_pregnant' (1-3%). Lower overlap would be expected with 'miscarriage' (5-10%), 'stillbirth' (1-3%), and 'maternal_death' (less than 1%). Overlap with other specified cohorts, such as 'pregnant_alcohol_misuse', 'ectopic_pregnancy', 'eclampsia', 'hellp', 'postpartum_endometritis', 'anaphylaxis_pregnant', 'bells_palsy_pregnant', 'disseminated_intravascular_coagulation_pregnant', 'encephalitis_pregnant', 'guillain_barre_syndrome_pregnant', 'haemorrhagic_stroke_pregnant', 'immune_thrombocytopenia_pregnant', 'ischaemic_stroke_pregnant', 'myocardial_infarction_pregnant', 'myocarditis_or_pericarditis_pregnant', 'transverse_myelitis_pregnant', 'narcolepsy_pregnant', and 'thrombosis_thrombocytopenia_syndrome_pregnant', would generally be low, though obesity and pregnancy may increase the background risk for some of these conditions.",compare_cohorts,gemini-2.5-flash
obesity_pregnant,Cohort timing,"Individuals would typically enter the 'obesity_pregnant' cohort at the start of or early in pregnancy. Subsequent entry into cohorts like 'gestational_diabetes', 'preeclampsia', 'preterm_labour', 'dysfunctional_labour', 'antepartum_haemorrhage', 'postpartum_haemorrhage', 'deep_vein_thrombosis_pregnant', and 'pulmonary_embolism_pregnant' would typically occur days or months later, as these are often complications arising during the course of the pregnancy or peripartum period. 'Miscarriage' and 'ectopic_pregnancy' could precede or coincide with diagnosis, while 'stillbirth' and 'maternal_death' would occur later.",compare_cohorts,gemini-2.5-flash
obesity_pregnant,Frequently seen comorbidities,"gestational diabetes, preeclampsia, gestational hypertension, chronic hypertension, sleep apnoea, polycystic ovary syndrome, depression, anxiety, deep vein thrombosis, pulmonary embolism (These comorbidities are frequently seen because obesity significantly increases the risk for metabolic, cardiovascular, respiratory, and mental health issues, which can be exacerbated or first manifest during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
